voteratio,NtoA_ratio,NtoB_ratio,AtoB_ratio,BtoA_ratio,A得票率,B得票率,逆転,投票率
54.2,20.73,79.27,3.29,1.58,51.49,48.51,0,77.1
41.66,22.38,77.62,8.76,4.45,52.61,47.39,0,70.83
48.76,17.01,82.99,9.38,1.87,48.59,51.41,1,74.38
53.51,22.86,77.14,5.84,0.49,51.0,49.0,0,76.76
55.61,17.44,82.56,4.35,4.55,50.14,49.86,0,77.8
49.78,20.57,79.43,6.72,1.78,50.79,49.21,0,74.89
53.73,21.28,78.72,9.07,3.82,49.59,50.41,1,76.87
55.34,21.29,78.71,7.72,3.49,49.84,50.16,1,77.67
53.22,16.35,83.65,5.43,0.5,48.98,51.02,1,76.61
42.57,24.17,75.83,2.25,0.14,55.24,44.76,0,71.29
46.86,24.39,75.61,8.33,1.34,51.75,48.25,0,73.43
50.16,21.05,78.95,7.28,0.78,50.41,49.59,0,75.08
47.47,15.36,84.64,5.15,2.11,50.4,49.6,0,73.74
57.14,16.43,83.57,7.72,4.96,48.03,51.97,1,78.57
56.69,24.57,75.43,8.25,2.62,50.38,49.62,0,78.35
56.41,17.86,82.14,0.19,0.8,51.26,48.74,0,78.2
54.69,17.0,83.0,0.22,0.77,51.31,48.69,0,77.35
43.37,19.02,80.98,4.85,1.07,52.44,47.56,0,71.69
57.64,20.92,79.08,9.6,2.0,48.17,51.83,1,78.82
43.13,17.57,82.43,4.23,2.31,52.62,47.38,0,71.57
46.22,20.83,79.17,5.34,0.91,52.09,47.91,0,73.11
53.3,15.64,84.36,9.11,1.99,47.33,52.67,1,76.65
53.13,18.33,81.67,0.04,0.16,52.08,47.92,0,76.57
58.7,22.28,77.72,4.66,3.67,50.99,49.01,0,79.35
47.55,22.58,77.42,6.77,0.57,51.62,48.38,0,73.78
58.55,18.81,81.19,3.27,2.87,50.2,49.8,0,79.28
54.66,15.12,84.88,9.97,3.8,46.83,53.17,1,77.33
40.33,19.04,80.96,7.83,0.75,51.61,48.39,0,70.17
55.57,21.78,78.22,5.22,4.61,51.32,48.68,0,77.79
59.73,16.97,83.03,0.65,0.16,49.92,50.08,1,79.86
57.42,19.21,80.79,9.53,3.54,47.91,52.09,1,78.71
58.76,16.78,83.22,7.85,2.11,47.24,52.76,1,79.38
52.2,23.29,76.71,0.48,4.64,54.67,45.33,0,76.1
46.92,16.26,83.74,8.43,3.35,49.5,50.5,1,73.46
46.03,17.38,82.62,6.77,3.53,50.9,49.1,0,73.02
48.64,22.12,77.88,0.47,0.5,54.21,45.79,0,74.32
40.01,15.59,84.41,3.72,3.11,53.26,46.74,0,70.01
53.36,20.77,79.23,1.57,1.89,52.53,47.47,0,76.68
49.34,19.15,80.85,0.62,4.47,53.81,46.19,0,74.67
41.6,16.23,83.77,7.58,4.43,51.39,48.61,0,70.8
50.13,17.39,82.61,4.68,2.2,50.69,49.31,0,75.07
58.24,23.83,76.17,4.37,1.59,51.37,48.63,0,79.12
52.11,23.54,76.46,0.02,2.72,54.61,45.39,0,76.05
59.62,17.15,82.85,7.66,2.98,47.46,52.54,1,79.81
56.67,22.29,77.71,1.21,2.76,52.73,47.27,0,78.33
57.09,24.06,75.94,6.8,3.75,50.99,49.01,0,78.55
59.23,15.73,84.27,7.85,1.94,46.73,53.27,1,79.62
59.03,17.08,82.92,7.57,1.52,47.31,52.69,1,79.52
53.0,23.42,76.58,3.13,1.01,52.63,47.37,0,76.5
50.96,18.76,81.24,1.47,1.99,52.42,47.58,0,75.48
42.88,21.06,78.94,6.12,1.39,52.61,47.39,0,71.44
49.93,22.63,77.37,7.74,2.2,51.05,48.95,0,74.97
58.71,23.92,76.08,2.94,0.43,51.74,48.26,0,79.35
40.4,21.04,78.96,4.56,0.03,53.65,46.35,0,70.2
51.64,23.84,76.16,6.67,0.42,51.29,48.71,0,75.82
44.34,21.02,78.98,4.13,0.36,53.03,46.97,0,72.17
45.49,21.56,78.44,7.24,2.94,51.98,48.02,0,72.74
47.7,17.21,82.79,1.31,4.58,53.27,46.73,0,73.85
48.7,24.76,75.24,5.7,4.79,53.46,46.54,0,74.35
58.93,22.12,77.88,7.36,0.22,49.05,50.95,1,79.46
46.96,22.07,77.93,6.97,0.85,51.54,48.46,0,73.48
52.97,23.77,76.23,0.03,2.73,54.51,45.49,0,76.49
45.63,17.98,82.02,6.39,3.77,51.4,48.6,0,72.82
58.98,19.98,80.02,1.36,2.42,51.3,48.7,0,79.49
46.27,23.99,76.01,9.16,3.39,51.76,48.24,0,73.14
54.64,15.82,84.18,2.33,2.99,50.38,49.62,0,77.32
45.8,17.38,82.62,2.41,4.0,53.14,46.86,0,72.9
56.04,17.67,82.33,4.01,3.95,50.17,49.83,0,78.02
57.77,22.38,77.62,7.4,3.24,49.9,50.1,1,78.89
47.1,18.68,81.32,1.47,2.76,53.43,46.57,0,73.55
48.99,19.34,80.66,3.94,0.51,51.59,48.41,0,74.5
58.96,20.44,79.56,9.14,0.16,47.62,52.38,1,79.48
52.6,21.37,78.63,2.53,4.54,52.97,47.03,0,76.3
48.37,22.7,77.3,8.26,1.28,50.94,49.06,0,74.19
53.79,17.79,82.21,9.08,3.25,48.24,51.76,1,76.89
41.97,18.16,81.84,1.77,0.25,53.86,46.14,0,70.98
46.03,21.14,78.86,7.11,2.45,51.69,48.31,0,73.01
53.48,22.03,77.97,2.78,4.52,52.9,47.1,0,76.74
54.26,23.21,76.79,7.69,1.66,50.38,49.62,0,77.13
46.3,23.79,76.21,7.49,2.44,52.29,47.71,0,73.15
55.21,21.82,78.18,5.22,2.69,51.03,48.97,0,77.61
59.68,24.32,75.68,3.93,3.93,51.94,48.06,0,79.84
54.92,20.13,79.87,1.57,2.91,52.18,47.82,0,77.46
54.78,19.31,80.69,0.88,2.3,52.11,47.89,0,77.39
53.89,16.52,83.48,3.95,1.41,49.75,50.25,1,76.95
58.95,22.27,77.73,0.67,5.0,52.94,47.06,0,79.48
48.74,23.31,76.69,4.03,2.65,53.34,46.66,0,74.37
52.38,18.95,81.05,6.63,1.26,49.65,50.35,1,76.19
45.35,17.16,82.84,4.23,3.75,52.25,47.75,0,72.68
45.9,18.51,81.49,8.69,1.68,49.98,50.02,1,72.95
52.73,19.47,80.53,1.47,3.72,52.61,47.39,0,76.37
56.98,24.83,75.17,3.71,3.01,52.53,47.47,0,78.49
40.43,15.94,84.06,3.75,3.23,53.26,46.74,0,70.21
45.53,18.7,81.3,2.97,0.69,52.66,47.34,0,72.77
57.38,18.0,82.0,6.72,4.51,48.91,51.09,1,78.69
47.7,22.47,77.53,6.94,4.39,52.25,47.75,0,73.85
42.28,15.69,84.31,6.85,0.22,50.54,49.46,0,71.14
54.87,16.35,83.65,5.05,4.28,49.54,50.46,1,77.43
41.02,20.76,79.24,3.19,3.86,54.91,45.09,0,70.51
49.56,21.8,78.2,4.89,4.19,52.58,47.42,0,74.78
52.62,21.06,78.94,7.62,1.16,49.86,50.14,1,76.31
59.62,24.54,75.46,7.61,4.49,50.52,49.48,0,79.81
59.54,16.98,83.02,1.9,4.21,50.17,49.83,0,79.77
46.61,19.37,80.63,2.84,2.21,53.0,47.0,0,73.3
50.45,15.43,84.57,3.37,0.16,50.16,49.84,0,75.22
56.0,23.52,76.48,4.64,4.53,52.1,47.9,0,78.0
41.97,24.23,75.77,6.67,3.59,53.94,46.06,0,70.99
53.4,19.03,80.97,1.53,0.47,51.65,48.35,0,76.7
47.2,18.88,81.12,5.95,0.04,50.79,49.21,0,73.6
58.4,15.07,84.93,2.75,3.07,49.11,50.89,1,79.2
46.76,15.03,84.97,6.0,1.04,49.84,50.16,1,73.38
48.72,23.29,76.71,8.29,4.67,51.74,48.26,0,74.36
49.88,20.72,79.28,0.54,0.74,53.5,46.5,0,74.94
51.57,23.26,76.74,7.24,1.44,51.04,48.96,0,75.79
57.12,24.74,75.26,9.24,0.67,49.56,50.44,1,78.56
58.29,24.22,75.78,6.93,0.83,50.23,49.77,0,79.14
45.85,16.67,83.33,8.39,2.5,49.72,50.28,1,72.93
52.78,16.23,83.77,8.42,1.64,47.89,52.11,1,76.39
50.21,24.2,75.8,2.89,3.93,54.13,45.87,0,75.11
43.33,15.32,84.68,6.27,1.06,50.63,49.37,0,71.66
53.2,15.58,84.42,2.83,2.24,50.25,49.75,0,76.6
40.31,15.07,84.93,4.4,1.69,52.39,47.61,0,70.16
50.46,16.34,83.66,9.96,4.92,48.35,51.65,1,75.23
45.44,20.96,79.04,7.04,0.64,51.42,48.58,0,72.72
55.82,24.03,75.97,6.37,4.51,51.54,48.46,0,77.91
52.55,16.01,83.99,3.69,3.69,50.43,49.57,0,76.28
49.41,24.04,75.96,3.62,1.38,53.38,46.62,0,74.71
48.18,17.76,82.24,1.39,0.46,52.45,47.55,0,74.09
48.73,20.96,79.04,0.86,2.56,54.04,45.96,0,74.37
42.94,15.1,84.9,7.89,3.89,50.46,49.54,0,71.47
57.59,20.53,79.47,0.91,2.17,51.93,48.07,0,78.8
41.82,19.9,80.1,1.26,3.84,55.42,44.58,0,70.91
54.53,24.38,75.62,9.16,3.59,50.45,49.55,0,77.27
54.25,15.59,84.41,9.23,4.51,47.55,52.45,1,77.13
50.57,17.94,82.06,3.38,3.85,51.71,48.29,0,75.28
55.15,15.67,84.33,2.0,2.14,50.2,49.8,0,77.57
49.94,20.21,79.79,8.84,0.14,49.32,50.68,1,74.97
59.47,21.94,78.06,3.92,3.14,50.95,49.05,0,79.74
48.73,19.22,80.78,1.42,0.85,52.87,47.13,0,74.37
49.93,15.51,84.49,4.98,1.55,49.84,50.16,1,74.96
45.35,19.61,80.39,5.16,0.51,51.9,48.1,0,72.68
58.11,18.34,81.66,6.22,2.92,48.81,51.19,1,79.05
52.59,20.93,79.07,1.99,4.21,53.0,47.0,0,76.29
40.57,16.32,83.68,2.0,3.38,54.23,45.77,0,70.29
45.56,21.2,78.8,1.97,3.06,54.41,45.59,0,72.78
57.97,21.47,78.53,3.2,1.73,51.1,48.9,0,78.99
40.67,20.16,79.84,7.31,4.85,52.99,47.01,0,70.33
54.13,17.99,82.01,9.4,4.73,48.38,51.62,1,77.07
43.76,17.56,82.44,5.72,0.57,51.37,48.63,0,71.88
48.26,20.96,79.04,8.92,1.11,50.05,49.95,0,74.13
49.77,18.75,81.25,4.88,2.3,51.15,48.85,0,74.88
45.8,24.01,75.99,6.71,1.55,52.65,47.35,0,72.9
48.43,22.67,77.33,8.86,4.97,51.38,48.62,0,74.21
42.33,20.83,79.17,3.83,2.85,54.1,45.9,0,71.16
44.32,20.57,79.43,7.79,3.35,51.74,48.26,0,72.16
58.95,20.28,79.72,0.7,3.78,51.97,48.03,0,79.48
42.45,24.61,75.39,3.36,3.21,55.5,44.5,0,71.22
41.36,19.79,80.21,1.11,4.9,55.8,44.2,0,70.68
55.04,19.43,80.57,9.38,1.73,48.15,51.85,1,77.52
56.24,19.09,80.91,6.61,1.5,49.0,51.0,1,78.12
44.03,15.66,84.34,5.79,1.13,50.81,49.19,0,72.01
49.66,16.84,83.16,8.71,3.43,48.97,51.03,1,74.83
59.06,18.4,81.6,4.82,3.65,49.41,50.59,1,79.53
46.26,18.83,81.17,6.48,2.14,51.15,48.85,0,73.13
49.5,17.47,82.53,6.15,2.14,50.16,49.84,0,74.75
48.07,16.57,83.43,8.97,4.86,49.4,50.6,1,74.03
58.9,20.87,79.13,7.16,4.57,49.5,50.5,1,79.45
40.91,15.06,84.94,8.13,4.65,51.0,49.0,0,70.45
58.09,22.91,77.09,7.84,1.92,49.59,50.41,1,79.04
58.93,23.71,76.29,7.4,1.1,49.79,50.21,1,79.47
43.57,17.78,82.22,3.93,2.64,52.79,47.21,0,71.79
59.56,18.54,81.46,7.67,1.9,47.78,52.22,1,79.78
57.31,22.31,77.69,8.25,2.3,49.39,50.61,1,78.65
42.92,23.05,76.95,8.35,3.44,52.54,47.46,0,71.46
42.62,17.73,82.27,2.41,3.76,53.99,46.01,0,71.31
45.0,23.47,76.53,8.3,1.48,51.86,48.14,0,72.5
57.23,19.88,80.12,3.87,1.02,50.23,49.77,0,78.62
52.38,23.48,76.52,9.06,0.3,49.91,50.09,1,76.19
45.63,23.91,76.09,6.07,4.27,53.52,46.48,0,72.82
59.35,17.05,82.95,9.64,3.87,46.77,53.23,1,79.68
49.12,16.92,83.08,2.07,2.69,52.08,47.92,0,74.56
45.15,15.76,84.24,5.35,4.61,51.5,48.5,0,72.57
56.36,19.54,80.46,0.13,0.48,51.84,48.16,0,78.18
46.15,16.34,83.66,4.76,3.15,51.43,48.57,0,73.07
46.86,18.45,81.55,6.3,4.79,51.53,48.47,0,73.43
47.74,19.67,80.33,2.01,2.01,53.19,46.81,0,73.87
47.9,24.26,75.74,1.9,0.38,54.36,45.64,0,73.95
56.84,17.89,82.11,6.34,1.1,48.49,51.51,1,78.42
53.15,17.29,82.71,3.81,3.97,50.74,49.26,0,76.57
53.01,22.25,77.75,8.08,1.21,50.0,50.0,1,76.5
44.55,21.21,78.79,8.47,2.08,51.29,48.71,0,72.28
56.8,17.68,82.32,6.2,4.95,49.23,50.77,1,78.4
45.06,24.35,75.65,1.34,2.61,55.71,44.29,0,72.53
55.78,16.73,83.27,3.36,1.18,49.64,50.36,1,77.89
41.05,22.51,77.49,1.16,5.0,56.67,43.33,0,70.52
50.66,19.11,80.89,2.84,4.45,52.46,47.54,0,75.33
57.68,22.17,77.83,1.8,2.7,52.22,47.78,0,78.84
42.87,19.58,80.42,5.9,4.92,53.01,46.99,0,71.44
43.15,16.22,83.78,7.29,3.87,51.04,48.96,0,71.58
57.11,19.17,80.83,0.3,3.85,52.12,47.88,0,78.55
49.95,23.42,76.58,4.73,1.95,52.67,47.33,0,74.97
53.73,20.17,79.83,0.52,2.96,52.92,47.08,0,76.87
43.44,24.51,75.49,5.74,4.01,54.26,45.74,0,71.72
48.91,22.18,77.82,1.51,0.73,53.73,46.27,0,74.46
49.89,18.78,81.22,0.4,2.64,53.29,46.71,0,74.94
43.71,18.0,82.0,9.9,3.74,50.15,49.85,0,71.85
52.59,18.32,81.68,7.39,3.39,49.46,50.54,1,76.29
52.75,23.34,76.66,7.74,2.95,50.92,49.08,0,76.38
42.77,16.11,83.89,8.09,3.31,50.59,49.41,0,71.39
43.13,20.19,79.81,0.89,2.74,55.13,44.87,0,71.56
50.5,15.66,84.34,3.51,4.08,50.95,49.05,0,75.25
41.01,24.66,75.34,2.19,3.46,56.46,43.54,0,70.5
52.61,15.13,84.87,7.25,0.15,47.79,52.21,1,76.3
51.13,22.14,77.86,1.06,1.48,53.61,46.39,0,75.57
52.23,22.54,77.46,8.34,1.38,50.16,49.84,0,76.11
49.73,19.19,80.81,0.56,1.72,53.21,46.79,0,74.86
58.28,15.85,84.15,8.94,2.81,46.64,53.36,1,79.14
49.31,17.94,82.06,1.17,2.16,52.69,47.31,0,74.66
48.87,22.33,77.67,4.57,0.96,52.39,47.61,0,74.44
46.86,22.46,77.54,6.21,0.92,52.06,47.94,0,73.43
55.25,15.91,84.09,5.01,2.57,48.99,51.01,1,77.63
49.62,23.31,76.69,2.87,0.78,53.33,46.67,0,74.81
58.22,21.26,78.74,5.56,0.19,49.64,50.36,1,79.11
58.55,24.82,75.18,5.29,2.13,51.38,48.62,0,79.27
52.72,19.0,81.0,2.3,3.12,51.95,48.05,0,76.36
57.64,16.43,83.57,8.87,0.23,46.52,53.48,1,78.82
47.72,24.11,75.89,7.44,0.01,51.65,48.35,0,73.86
47.85,23.11,76.89,1.05,0.67,54.46,45.54,0,73.92
40.04,19.51,80.49,5.96,0.46,52.68,47.32,0,70.02
50.34,21.76,78.24,0.34,1.65,54.02,45.98,0,75.17
43.23,22.36,77.64,4.36,3.81,54.29,45.71,0,71.62
47.57,19.4,80.6,3.92,2.15,52.27,47.73,0,73.78
46.89,24.98,75.02,9.36,0.02,51.17,48.83,0,73.45
48.98,20.24,79.76,0.2,3.12,54.17,45.83,0,74.49
40.51,16.0,84.0,7.01,3.71,51.73,48.27,0,70.26
53.31,19.53,80.47,7.6,3.58,49.68,50.32,1,76.66
54.28,23.72,76.28,1.78,2.73,53.44,46.56,0,77.14
44.99,24.39,75.61,8.75,0.42,51.71,48.29,0,72.49
59.2,19.63,80.37,6.78,4.99,49.23,50.77,1,79.6
50.21,20.12,79.88,2.18,1.04,52.52,47.48,0,75.1
55.85,22.61,77.39,1.15,0.52,52.6,47.4,0,77.93
45.52,20.9,79.1,8.49,3.58,51.3,48.7,0,72.76
58.62,17.78,82.22,1.53,3.33,50.65,49.35,0,79.31
50.68,19.85,80.15,2.36,4.46,52.93,47.07,0,75.34
45.52,24.79,75.21,1.56,3.57,55.84,44.16,0,72.76
47.71,22.66,77.34,1.34,2.3,54.54,45.46,0,73.85
41.85,19.3,80.7,5.78,3.72,52.98,47.02,0,70.93
40.23,21.03,78.97,8.15,0.2,51.92,48.08,0,70.11
56.08,15.13,84.87,6.23,1.48,47.78,52.22,1,78.04
48.69,20.11,79.89,6.78,2.98,51.07,48.93,0,74.35
56.99,24.27,75.73,0.22,0.64,53.42,46.58,0,78.5
42.65,21.53,78.47,0.6,0.66,55.35,44.65,0,71.33
58.22,22.19,77.81,9.57,2.25,48.6,51.4,1,79.11
50.25,15.72,84.28,0.49,1.72,51.96,48.04,0,75.13
50.94,23.39,76.61,7.13,4.19,51.8,48.2,0,75.47
50.95,24.49,75.51,1.77,0.47,53.91,46.09,0,75.48
48.0,15.25,84.75,9.08,0.8,48.11,51.89,1,74.0
59.99,23.33,76.67,8.6,4.1,49.5,50.5,1,80.0
57.99,21.44,78.56,3.52,3.66,51.31,48.69,0,79.0
46.34,16.79,83.21,1.34,2.96,53.12,46.88,0,73.17
50.34,16.33,83.67,4.93,2.44,50.22,49.78,0,75.17
54.19,23.96,76.04,1.15,1.11,53.52,46.48,0,77.09
57.97,18.01,81.99,3.4,1.14,49.63,50.37,1,78.99
43.97,16.93,83.07,6.73,1.24,50.78,49.22,0,71.98
55.59,15.51,84.49,5.25,3.02,48.75,51.25,1,77.8
50.43,18.38,81.62,1.41,4.86,53.01,46.99,0,75.22
41.96,17.8,82.2,8.95,3.01,50.79,49.21,0,70.98
44.26,24.23,75.77,9.77,3.96,52.04,47.96,0,72.13
52.2,17.21,82.79,2.29,4.21,51.67,48.33,0,76.1
43.58,16.79,83.21,3.54,1.14,52.36,47.64,0,71.79
48.24,16.31,83.69,7.11,3.39,49.85,50.15,1,74.12
54.55,24.2,75.8,5.28,3.54,52.13,47.87,0,77.27
51.47,22.4,77.6,5.9,1.97,51.49,48.51,0,75.74
51.09,16.14,83.86,8.37,3.55,48.62,51.38,1,75.54
50.56,17.83,82.17,8.75,2.05,48.82,51.18,1,75.28
40.59,19.64,80.36,9.71,2.04,51.06,48.94,0,70.3
44.46,18.65,81.35,2.1,4.33,54.08,45.92,0,72.23
55.56,22.64,77.36,2.2,1.3,52.34,47.66,0,77.78
52.75,19.11,80.89,3.76,2.88,51.27,48.73,0,76.38
56.92,21.57,78.43,7.11,0.89,49.43,50.57,1,78.46
40.48,23.31,76.69,8.48,2.89,52.94,47.06,0,70.24
59.64,24.83,75.17,3.01,1.14,52.02,47.98,0,79.82
50.06,23.02,76.98,1.58,3.15,54.22,45.78,0,75.03
47.85,18.49,81.51,7.14,2.15,50.38,49.62,0,73.92
40.03,20.49,79.51,5.18,3.62,54.03,45.97,0,70.01
55.34,15.48,84.52,4.34,0.37,48.69,51.31,1,77.67
55.74,18.58,81.42,6.26,0.82,48.94,51.06,1,77.87
59.34,17.36,82.64,0.9,1.23,50.24,49.76,0,79.67
42.91,20.35,79.65,4.84,2.27,53.2,46.8,0,71.46
52.95,18.3,81.7,3.34,3.24,51.21,48.79,0,76.48
43.9,16.32,83.68,0.41,0.76,53.58,46.42,0,71.95
50.87,17.72,82.28,0.05,0.71,52.49,47.51,0,75.43
45.34,18.81,81.19,1.75,3.4,53.89,46.11,0,72.67
45.63,23.87,76.13,8.6,4.96,52.43,47.57,0,72.82
50.17,22.9,77.1,6.11,3.02,52.02,47.98,0,75.08
52.41,22.65,77.35,0.45,0.0,53.51,46.49,0,76.2
51.64,23.29,76.71,8.38,4.53,51.12,48.88,0,75.82
40.65,22.93,77.07,3.96,2.39,54.94,45.06,0,70.33
57.91,21.61,78.39,7.94,4.78,49.64,50.36,1,78.96
50.77,20.16,79.84,1.54,1.65,52.83,47.17,0,75.39
47.91,18.03,81.97,6.74,2.21,50.42,49.58,0,73.96
56.53,24.95,75.05,8.3,3.83,50.75,49.25,0,78.26
40.68,15.17,84.83,4.79,0.03,51.77,48.23,0,70.34
57.15,21.28,78.72,5.99,4.28,50.43,49.57,0,78.58
43.03,15.11,84.89,7.6,0.68,49.91,50.09,1,71.52
53.76,17.29,82.71,9.01,0.78,47.62,52.38,1,76.88
41.76,18.2,81.8,3.48,0.22,53.07,46.93,0,70.88
54.41,23.34,76.66,2.74,1.42,52.59,47.41,0,77.21
47.85,16.49,83.51,8.33,2.43,49.23,50.77,1,73.93
48.58,22.61,77.39,4.43,2.9,53.0,47.0,0,74.29
52.64,19.42,80.58,5.2,2.26,50.62,49.38,0,76.32
55.16,23.23,76.77,1.86,0.61,52.65,47.35,0,77.58
47.52,18.39,81.61,0.28,3.03,53.86,46.14,0,73.76
50.16,21.67,78.33,0.1,4.1,54.63,45.37,0,75.08
40.12,21.91,78.09,0.57,2.45,56.47,43.53,0,70.06
59.42,17.8,82.2,8.8,2.7,47.19,52.81,1,79.71
49.21,22.88,77.12,4.29,4.06,53.26,46.74,0,74.6
44.27,15.41,84.59,8.94,3.05,49.54,50.46,1,72.14
55.54,23.73,76.27,9.18,4.41,50.19,49.81,0,77.77
47.93,24.19,75.81,4.91,0.7,52.98,47.02,0,73.97
49.53,21.22,78.78,8.95,0.88,49.83,50.17,1,74.77
51.28,17.94,82.06,7.57,1.17,49.09,50.91,1,75.64
43.88,23.58,76.42,2.47,2.8,55.22,44.78,0,71.94
51.12,18.06,81.94,7.03,3.61,49.89,50.11,1,75.56
43.58,20.04,79.96,3.33,4.04,54.06,45.94,0,71.79
55.9,22.13,77.87,5.6,1.66,50.64,49.36,0,77.95
48.85,15.86,84.14,4.63,2.48,50.56,49.44,0,74.42
55.1,15.29,84.71,3.57,0.19,48.99,51.01,1,77.55
55.65,21.68,78.32,6.13,3.6,50.66,49.34,0,77.83
59.69,15.66,84.34,3.32,2.3,48.66,51.34,1,79.85
55.38,18.44,81.56,5.73,0.45,49.13,50.87,1,77.69
41.87,23.02,76.98,1.03,2.34,56.13,43.87,0,70.93
49.56,15.28,84.72,7.32,4.33,49.31,50.69,1,74.78
43.29,15.37,84.63,1.49,0.36,52.85,47.15,0,71.64
46.36,24.01,75.99,8.07,1.37,51.85,48.15,0,73.18
45.22,15.25,84.75,6.21,2.7,50.51,49.49,0,72.61
40.4,21.67,78.33,6.31,0.19,52.99,47.01,0,70.2
48.69,18.19,81.81,2.3,4.14,52.78,47.22,0,74.35
51.35,16.85,83.15,0.89,4.88,52.52,47.48,0,75.68
53.98,23.51,76.49,6.32,4.63,51.73,48.27,0,76.99
43.09,23.07,76.93,3.74,4.31,54.94,45.06,0,71.55
55.67,23.07,76.93,1.64,1.65,52.79,47.21,0,77.83
49.46,23.83,76.17,4.54,0.66,52.73,47.27,0,74.73
57.82,19.59,80.41,0.04,2.5,51.99,48.01,0,78.91
51.0,20.16,79.84,2.33,3.49,52.78,47.22,0,75.5
46.41,24.39,75.61,8.77,2.23,51.8,48.2,0,73.2
40.48,22.08,77.92,0.04,1.62,56.52,43.48,0,70.24
47.78,15.98,84.02,7.08,3.09,49.81,50.19,1,73.89
48.88,24.0,76.0,0.1,4.15,55.69,44.31,0,74.44
42.03,21.99,78.01,9.24,4.53,52.2,47.8,0,71.02
58.63,21.72,78.28,8.6,4.95,49.3,50.7,1,79.31
51.47,23.81,76.19,7.94,4.77,51.58,48.42,0,75.73
55.79,18.02,81.98,4.18,2.12,49.92,50.08,1,77.9
52.81,24.3,75.7,2.62,0.4,53.08,46.92,0,76.4
44.47,18.57,81.43,1.85,3.48,53.99,46.01,0,72.23
56.92,21.74,78.26,5.17,4.41,51.04,48.96,0,78.46
50.69,22.19,77.81,0.59,4.64,54.57,45.43,0,75.34
47.32,17.83,82.17,6.65,2.74,50.64,49.36,0,73.66
59.26,18.38,81.62,3.7,2.48,49.63,50.37,1,79.63
41.08,16.36,83.64,1.44,4.28,54.58,45.42,0,70.54
49.16,19.37,80.63,9.24,0.18,49.01,50.99,1,74.58
49.34,17.67,82.33,9.06,3.93,49.25,50.75,1,74.67
59.45,22.76,77.24,0.39,1.8,52.55,47.45,0,79.72
56.55,19.94,80.06,3.32,0.15,50.46,49.54,0,78.28
46.74,19.88,80.12,0.43,3.67,54.58,45.42,0,73.37
56.44,21.11,78.89,7.9,2.43,49.29,50.71,1,78.22
57.98,24.57,75.43,6.95,3.69,50.95,49.05,0,78.99
55.51,24.6,75.4,5.55,0.68,51.43,48.57,0,77.76
57.78,15.08,84.92,7.63,1.54,46.8,53.2,1,78.89
44.69,15.42,84.58,3.5,0.34,51.52,48.48,0,72.34
53.48,24.21,75.79,4.78,4.94,52.83,47.17,0,76.74
59.32,17.98,82.02,6.92,4.81,48.5,51.5,1,79.66
48.58,15.89,84.11,1.85,1.49,51.74,48.26,0,74.29
41.07,24.89,75.11,6.69,3.53,54.3,45.7,0,70.53
40.86,23.3,76.7,0.02,1.22,56.7,43.3,0,70.43
53.43,23.48,76.52,2.72,3.48,53.24,46.76,0,76.71
42.9,22.22,77.78,4.59,3.27,54.09,45.91,0,71.45
54.7,18.31,81.69,3.27,2.7,50.76,49.24,0,77.35
53.87,18.72,81.28,2.5,0.64,51.03,48.97,0,76.94
43.55,19.76,80.24,6.35,0.93,51.86,48.14,0,71.78
40.52,22.3,77.7,1.14,3.55,56.44,43.56,0,70.26
51.29,17.97,82.03,4.15,1.39,50.71,49.29,0,75.65
52.2,15.59,84.41,7.38,0.42,48.03,51.97,1,76.1
50.5,21.53,78.47,4.4,4.07,52.5,47.5,0,75.25
47.95,24.48,75.52,1.1,3.92,55.52,44.48,0,73.98
51.58,19.02,80.98,2.44,0.25,51.58,48.42,0,75.79
46.34,18.65,81.35,8.06,1.58,50.21,49.79,0,73.17
46.39,18.85,81.15,5.2,1.47,51.6,48.4,0,73.19
47.99,23.4,76.6,7.28,0.22,51.49,48.51,0,73.99
43.34,15.49,84.51,2.96,0.49,52.17,47.83,0,71.67
56.55,18.18,81.82,9.78,3.88,47.65,52.35,1,78.27
57.49,23.43,76.57,0.99,3.65,53.25,46.75,0,78.75
58.73,22.66,77.34,5.26,0.72,50.3,49.7,0,79.36
54.91,20.5,79.5,6.22,3.0,50.22,49.78,0,77.46
51.47,21.75,78.25,6.11,0.68,50.91,49.09,0,75.74
48.55,16.81,83.19,1.5,1.49,52.21,47.79,0,74.27
52.66,16.78,83.22,8.39,4.53,48.68,51.32,1,76.33
45.48,22.63,77.37,1.18,1.55,54.94,45.06,0,72.74
50.33,17.95,82.05,0.51,1.47,52.63,47.37,0,75.17
59.62,24.61,75.39,6.91,1.01,50.21,49.79,0,79.81
49.68,15.81,84.19,7.53,1.2,48.73,51.27,1,74.84
40.6,21.06,78.94,6.33,0.76,52.88,47.12,0,70.3
49.42,19.6,80.4,0.6,3.65,53.78,46.22,0,74.71
45.73,21.71,78.29,3.36,2.58,53.77,46.23,0,72.87
49.78,20.47,79.53,9.91,1.69,49.24,50.76,1,74.89
51.08,18.77,81.23,2.17,1.71,52.01,47.99,0,75.54
46.01,17.55,82.45,8.44,3.09,50.06,49.94,0,73.01
54.76,19.93,80.07,8.91,1.99,48.64,51.36,1,77.38
47.51,15.32,84.68,2.76,2.55,51.6,48.4,0,73.75
45.78,17.14,82.86,0.28,0.97,53.47,46.53,0,72.89
